timestamp,tweet_text,username,all_hashtags,followers_count
2021-03-11 11:07:55,"b""Elon Musk's #SpaceX wins 2 Pentagon contracts for nearly $160 million to launch missions with its #Falcon9 rockets https://t.co/YcV69aPxMn""",b'TakeBacktheSky',"['SpaceX', 'Falcon9']",1097
2021-03-11 11:02:31,b'Beautiful shots and congratulations to #SpaceX for another successful #Starlink mission!  #Starlink20 #starlinkinternetservice #Falcon9 #Rocket #Space #satellite https://t.co/vfGLYQhbhY',b'whitelynx',"['SpaceX', 'Starlink', 'Starlink20', 'starlinkinternetservice', 'Falcon9', 'Rocket', 'Space', 'satellite']",271
2021-03-11 11:00:03,"b""I'll ask @elonmusk this question every day until he answers, someday he must read me, @elonmusk why don't you build the #mandalorian ship instead of a rocket? I'm sure we would get there faster #spaceX #ElonMusk #TheMandalorian #Mandalorian #nasa https://t.co/DUkPvc14w4""",b'JesusSuarez',"['mandalorian', 'spaceX', 'ElonMusk', 'TheMandalorian', 'Mandalorian', 'nasa']",687
2021-03-11 11:00:01,"b""Which federation has been recognized by the Ministry of Sports after 10 years? #GFI  The Starship prototype rocket SN10 has been successfully launched and tested by which organization? #SpaceX  The Vijayanagara ruler, Kirshnadev Raya's work Amuktamalyada, was in #Telugu""",b'Testbookdotcom',"['GFI', 'SpaceX', 'Telugu']",21696
2021-03-11 11:00:00,b'\xf0\x9f\x9a\x80New Single: @elonmusk by TintheL - Out Now \xf0\x9f\x91\x89Stream/Download: https://t.co/fLBnriSgaz  #ElonMusk #Bitcoin #SpaceX https://t.co/V91GolPGSY',b'iamtinthel',"['ElonMusk', 'Bitcoin', 'SpaceX']",7
2021-03-11 10:58:56,b'SpaceX Falcon 9 launches 60 Starlink satellites at 3:13am EST.  #spacex #starlink #space #elonmusk #universe #science #cosmos #astronomy #physics #astrophotography #falcon9 #rocket #longexposure #capecanaveral #kennedyspacecenter https://t.co/VfDvUGd2Tj',b'FrascaPhotogra1',"['spacex', 'starlink', 'space', 'elonmusk', 'universe', 'science', 'cosmos', 'astronomy', 'physics', 'astrophotography', 'falcon9', 'rocket', 'longexposure', 'capecanaveral', 'kennedyspacecenter']",10
2021-03-11 10:57:41,b'Middle-of-the-Night Blastoff sequence @SpaceX #Falcon9 at 313 AM ET on 21st #Starlink mission - from #pad40 #CCSFS with flame reflections in Cape waters. 6x flown/landed 1st stage. Thx @45thSpaceWing #SpaceX https://t.co/yXRZyoGBfY',b'ken_kremer',"['Falcon9', 'Starlink', 'pad40', 'CCSFS', 'SpaceX']",3586
2021-03-11 10:53:35,"b'A spectacular sight as #SpaceX launched more #Starlinks early this morning from FL, backdropped by the Milky Way rising. 2-shot composite bcuz the MW &amp; rocket require dramatically different settings. Sky is true at time of launch. Great hangin with @erikkuna &amp; @johnkrausphotos! https://t.co/W8oOlXYrPc'",b'KillianPhoto',"['SpaceX', 'Starlinks']",2387
2021-03-11 10:44:09,b'The best part of waking up. #SpaceX https://t.co/bPTPRaTSl8',b'Avatrode',['SpaceX'],811
2021-03-11 10:43:41,b'Elon sets a new milestone \xe2\x80\x94 adds nearly $25 billion to his net worth in just one day  @elonmusk was that in #Bitcoin ?  via @BusinessInsider   #cryptocurrency #Dogecoin #DogecoinRise #crypto #blockchain #datascience #spacex #tesla #coding #stockmarkets #startups #elonmusk https://t.co/8sK4epjCcL',b'ravikikan',"['Bitcoin', 'cryptocurrency', 'Dogecoin', 'DogecoinRise', 'crypto', 'blockchain', 'datascience', 'spacex', 'tesla', 'coding', 'stockmarkets', 'startups', 'elonmusk']",15309
2021-03-11 10:41:42,b'#ElonMusk sets a new milestone \xe2\x80\x94 adds nearly $25 billion to his net worth in just one day  via @ravikikan @BusinessInsider   Whats next ?  #cryptocurrency #Dogecoin #DogecoinRise #crypto #blockchain #datascience #spacex #tesla #coding #programming #100daysofcode #marketing https://t.co/pDh4D1wgnd',b'oumglobal',"['ElonMusk', 'cryptocurrency', 'Dogecoin', 'DogecoinRise', 'crypto', 'blockchain', 'datascience', 'spacex', 'tesla', 'coding', 'programming', '100daysofcode', 'marketing']",948
2021-03-11 10:40:34,"b'""Elon Musk: Darum ist Starship SN10 explodiert"" #spacex #starshipsn10 #SN11 https://t.co/fxLkUpXppK via @t3n'",b'icke2AIDA',"['spacex', 'starshipsn10', 'SN11']",1606
2021-03-11 10:34:31,"b'Thursday\xe2\x80\x99s launch brings the #Starlink satellite count to 1,260 in the company\xe2\x80\x99s effort to provide satellite internet to consumers all over the world. #SpaceX #Falcon9 @SpaceTeam\xc2\xa0@Rachael_Joy\xc2\xa0 https://t.co/y2AQFiDDtA'",b'Florida_Today',"['Starlink', 'SpaceX', 'Falcon9']",68915
2021-03-11 10:34:31,"b'Thursday\xe2\x80\x99s launch brings the #Starlink satellite count to 1,260 in the company\xe2\x80\x99s effort to provide satellite internet to consumers all over the world. #SpaceX #Falcon9 @SpaceTeam\xc2\xa0@Rachael_Joy\xc2\xa0 https://t.co/k1dePScuaN'",b'TCPalm',"['Starlink', 'SpaceX', 'Falcon9']",51899
